file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\data\general\AbstractSeriesDataset.java,org.jfree.data.general.AbstractSeriesDataset,class,5,11,6,5,7,2,3,4,10,1.0,0.0,0.0,5,0,4,0,1,0,5,2,0,0,1,1,0,1,0,0,1,0,0,20,2,1,0,0,0,0,3,3,0,3,2,0,0,0,67,1025,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\ui\PaintSample.java,org.jfree.chart.ui.PaintSample,class,0,0,0,0,5,4,0,8,0,0.4,0.0,0.0,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,0,32,2,0,0,0,0,0,4,11,2,10,0,0,0,0,49,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialPointer.java,org.jfree.chart.plot.dial.DialPointer$Pointer,innerclass,7,7,0,7,18,3,0,29,0,0.5769231,0.0,0.0,13,0,11,2,0,0,11,0,0,0,4,1,0,3,0,1,1,0,5,111,10,0,2,0,1,2,9,28,2,20,1,0,0,0,118,9,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\data\RangeInfo.java,org.jfree.data.RangeInfo,interface,1,9,8,1,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\entity\XYItemEntityTest.java,org.jfree.chart.entity.XYItemEntityTest,class,3,3,0,3,4,1,0,16,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,12,36,6,0,6,0,0,0,0,46,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\text\TextFragment.java,org.jfree.chart.text.TextFragment,class,5,9,4,5,28,1,0,24,0,0.6761905,0.0,0.0,15,0,13,2,0,0,13,0,0,0,7,3,2,5,0,0,3,0,10,112,14,0,5,0,1,5,12,24,14,15,1,0,0,0,129,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\BarChartTest.java,org.jfree.chart.BarChartTest,class,16,17,1,16,9,1,0,21,0,0.16666667,0.0,0.0,6,1,5,1,0,0,5,0,0,0,1,0,0,1,0,0,0,0,3,57,1,0,0,1,0,10,26,19,2,19,1,0,1,0,108,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\labels\StandardCrosshairLabelGenerator.java,org.jfree.chart.labels.StandardCrosshairLabelGenerator,class,3,5,2,3,13,1,0,7,0,0.35714287,0.0,0.0,7,0,7,0,0,0,7,0,0,0,2,0,0,2,0,0,0,0,2,48,9,0,3,0,1,3,0,5,0,5,1,0,0,0,56,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\util\RelativeDateFormat.java,org.jfree.chart.util.RelativeDateFormat,class,2,3,1,2,48,3,0,19,208,0.83928573,0.0,0.0,28,0,28,0,0,0,28,0,0,0,14,2,0,14,0,0,2,0,13,208,28,0,6,0,6,16,23,52,28,24,1,0,0,0,155,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\labels\StandardPieToolTipGeneratorTest.java,org.jfree.chart.labels.StandardPieToolTipGeneratorTest,class,3,3,0,3,5,1,0,12,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,48,0,0,0,0,0,18,0,17,0,9,0,0,0,0,45,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\plot\PlotOrientationTest.java,org.jfree.chart.plot.PlotOrientationTest,class,3,3,0,3,3,1,0,4,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,1,0,0,0,0,3,0,3,0,0,0,0,22,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\labels\ItemLabelPosition.java,org.jfree.chart.labels.ItemLabelPosition,class,4,16,12,4,19,1,0,4,0,0.5972222,0.0,0.0,12,0,12,0,0,0,12,0,0,0,6,1,0,6,0,0,1,0,12,80,14,0,2,0,3,4,11,13,11,8,1,0,0,0,82,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\plot\dial\StandardDialScale.java,org.jfree.chart.plot.dial.StandardDialScale,class,7,8,1,7,84,2,0,27,786,0.88265294,0.0,0.0,49,0,47,2,0,0,47,0,0,0,20,1,0,19,0,1,1,0,10,361,44,2,12,0,16,15,38,80,40,43,4,0,0,0,232,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\StandardChartTheme.java,org.jfree.chart.StandardChartTheme,class,53,55,2,53,202,1,0,156,2968,0.90490574,0.0,0.0,93,3,70,2,21,0,91,0,0,0,32,0,0,32,0,0,1,0,55,867,71,15,23,1,2,55,58,188,64,85,3,1,0,0,275,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\axis\NumberTickUnitTest.java,org.jfree.chart.axis.NumberTickUnitTest,class,2,2,0,2,4,1,0,5,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,10,10,13,0,9,0,0,0,0,49,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\data\statistics\HistogramType.java,org.jfree.data.statistics.HistogramType,class,1,3,2,1,12,1,0,3,0,0.71999997,0.0,0.0,5,0,3,2,0,0,3,0,0,0,5,4,3,2,0,0,4,0,0,44,11,0,2,0,1,3,1,6,0,6,1,0,0,0,78,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\data\ComparableObjectItemTest.java,org.jfree.data.ComparableObjectItemTest,class,3,3,0,3,9,1,0,10,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,0,1,0,12,16,14,0,10,1,0,0,0,51,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\data\xy\DefaultXYDataset.java,org.jfree.data.xy.DefaultXYDataset,class,8,11,3,8,32,4,0,16,0,0.4,0.0,0.0,15,0,15,0,0,0,15,0,0,0,2,0,0,2,0,0,0,0,4,125,17,2,6,0,5,6,23,26,2,23,2,0,0,0,161,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\plot\PiePlot3D.java,org.jfree.chart.plot.PiePlot3D,class,13,15,2,13,88,3,0,116,48,0.8055556,0.0,0.0,12,0,9,2,1,0,10,0,0,0,3,1,0,3,0,0,1,0,8,542,14,5,16,0,18,3,45,146,108,117,5,0,0,0,290,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\util\PaintList.java,org.jfree.chart.util.PaintList,class,4,5,1,4,16,2,0,13,21,1.0,0.0,0.0,7,0,5,2,0,0,5,0,0,0,1,1,0,1,0,0,1,0,3,59,7,3,4,0,1,0,6,10,0,10,2,0,0,0,74,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\labels\BoxAndWhiskerToolTipGenerator.java,org.jfree.chart.labels.BoxAndWhiskerToolTipGenerator,class,7,10,3,7,7,3,0,12,6,0.875,0.0,0.0,4,0,3,0,1,0,4,0,0,0,2,2,1,1,0,0,2,0,1,36,4,0,1,0,0,1,10,14,0,6,1,0,0,0,103,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\ChartMouseEvent.java,org.jfree.chart.ChartMouseEvent,class,2,5,3,2,4,1,0,0,0,0.625,0.0,0.0,4,0,4,0,0,0,4,0,0,0,4,1,0,4,0,0,4,0,0,21,3,0,0,0,0,0,1,4,0,4,0,0,0,0,47,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\data\json\impl\JSONArray.java,org.jfree.data.json.impl.JSONArray,class,4,6,2,4,13,4,0,13,10,1.0,0.0,0.0,5,2,5,0,0,0,5,0,0,0,1,1,0,1,0,0,1,0,4,61,5,2,4,0,0,4,1,10,0,8,2,0,0,0,91,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\axis\Timeline.java,org.jfree.chart.axis.Timeline,interface,0,2,2,0,7,1,0,0,21,0.0,0.0,0.0,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\labels\XYZToolTipGenerator.java,org.jfree.chart.labels.XYZToolTipGenerator,interface,2,3,1,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\needle\LongNeedle.java,org.jfree.chart.needle.LongNeedle,class,2,4,2,2,13,2,0,26,10,1.0,0.0,0.0,5,0,4,0,1,0,5,0,0,0,1,1,0,1,0,0,1,0,0,75,5,0,6,0,9,0,6,18,7,14,1,0,0,0,89,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\data\json\impl\JSONAware.java,org.jfree.data.json.impl.JSONAware,interface,0,3,3,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\entity\LegendItemEntityTest.java,org.jfree.chart.entity.LegendItemEntityTest,class,3,3,0,3,4,1,0,16,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,6,24,6,0,6,0,0,0,0,45,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\data\xy\DefaultHighLowDataset.java,org.jfree.data.xy.DefaultHighLowDataset,class,6,8,2,6,35,4,0,12,134,0.8214286,0.0,0.0,20,1,20,0,0,0,20,0,0,0,7,0,0,7,0,0,1,0,14,136,28,1,6,0,1,2,4,28,2,21,1,0,0,0,130,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\entity\XYAnnotationEntity.java,org.jfree.chart.entity.XYAnnotationEntity,class,2,4,2,2,10,2,0,3,0,0.5833333,0.0,0.0,6,0,6,0,0,0,6,0,0,0,2,1,0,2,0,0,1,0,0,38,8,0,2,0,2,0,2,6,2,4,1,0,0,0,83,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\data\category\SlidingCategoryDatasetTest.java,org.jfree.data.category.SlidingCategoryDatasetTest,class,4,4,0,4,11,1,0,21,36,0.0,0.0,0.0,9,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,146,0,0,0,2,0,87,83,30,0,26,1,0,0,0,51,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\data\DataUtilsTest.java,org.jfree.data.DataUtilsTest,class,4,4,0,4,7,1,0,10,1,0.2857143,0.0,0.0,7,0,7,0,0,0,7,0,0,0,1,1,0,1,0,0,1,0,0,123,0,0,0,0,0,40,158,36,0,11,0,0,0,0,43,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\text\TextBlock.java,org.jfree.chart.text.TextBlock,class,6,16,10,6,38,1,0,19,25,0.7142857,0.0,0.0,14,0,13,1,0,0,13,0,0,0,3,1,0,3,0,0,1,0,2,112,10,2,20,0,3,1,24,39,12,25,2,0,0,0,135,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\data\xy\MatrixSeriesTest.java,org.jfree.data.xy.MatrixSeriesTest,class,3,3,0,3,6,1,0,12,15,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,77,0,0,0,0,0,13,116,15,0,9,0,0,0,0,37,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\annotations\XYAnnotation.java,org.jfree.chart.annotations.XYAnnotation,interface,4,9,5,4,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\data\xy\DefaultWindDataset.java,org.jfree.data.xy.WindDataItem,class,1,3,2,1,14,1,0,2,0,0.44444445,0.0,0.0,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,55,12,0,1,0,1,1,3,5,0,5,2,0,0,0,46,0,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\title\TextTitleTest.java,org.jfree.chart.title.TextTitleTest,class,3,3,0,3,5,1,0,30,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,67,0,0,0,0,2,8,19,11,0,11,0,0,0,0,53,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\renderer\xy\CyclicXYItemRenderer.java,org.jfree.chart.renderer.xy.CyclicXYItemRenderer,class,12,12,0,12,52,4,0,8,10,1.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,1,0,1,0,0,1,0,2,217,4,0,27,0,35,0,121,58,22,18,3,0,1,0,129,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\needle\MeterNeedle.java,org.jfree.chart.needle.MeterNeedle,class,2,13,11,2,41,1,8,27,157,0.8076923,0.0,0.0,26,0,22,2,2,0,24,1,0,0,9,2,0,8,1,0,1,0,9,154,19,0,10,0,1,0,7,34,4,14,1,0,0,0,110,1025,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\util\ShadowGenerator.java,org.jfree.chart.util.ShadowGenerator,interface,0,1,1,0,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\data\statistics\Regression.java,org.jfree.data.statistics.Regression,class,4,5,1,4,38,1,0,10,21,0.0,0.0,0.0,7,6,5,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,22,214,8,17,3,0,8,7,128,138,87,98,3,0,0,0,131,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\util\DirectionalGradientPaintTransformer.java,org.jfree.chart.util.DirectionalGradientPaintTransformer,class,1,1,0,1,12,1,0,12,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,6,0,14,0,12,21,20,15,2,0,0,0,84,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\axis\StandardTickUnitSourceTest.java,org.jfree.chart.axis.StandardTickUnitSourceTest,class,2,2,0,2,2,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,4,0,0,0,0,26,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\entity\CategoryItemEntityTest.java,org.jfree.chart.entity.CategoryItemEntityTest,class,3,3,0,3,4,1,0,15,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,44,36,9,0,9,0,0,0,0,48,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\ui\RectangleInsets.java,org.jfree.chart.ui.RectangleInsets,class,3,13,10,3,61,1,0,17,164,0.7635469,0.0,0.0,29,0,29,0,0,0,29,0,0,0,7,2,1,6,0,0,2,0,4,231,32,0,27,0,22,9,38,71,53,40,1,0,0,0,143,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\data\xy\XYIntervalSeriesCollectionTest.java,org.jfree.data.xy.XYIntervalSeriesCollectionTest,class,5,5,0,5,10,1,0,14,15,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,84,0,0,0,3,0,12,29,19,0,16,1,0,0,0,68,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\block\ColorBlockTest.java,org.jfree.chart.block.ColorBlockTest,class,2,2,0,2,5,1,0,16,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,1,0,0,40,16,0,9,1,0,0,0,52,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\event\RendererChangeListener.java,org.jfree.chart.event.RendererChangeListener,interface,1,9,8,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\PieChartTest.java,org.jfree.chart.PieChartTest$LocalListener,innerclass,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,13,8,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\data\xy\DefaultXYDatasetTest.java,org.jfree.data.xy.DefaultXYDatasetTest,class,6,7,1,6,11,1,0,14,26,0.75,0.0,0.0,8,0,8,0,0,0,8,0,0,0,1,1,0,0,0,1,1,0,2,110,1,0,0,3,0,14,61,40,0,32,1,0,0,0,80,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\editor\DefaultLogAxisEditor.java,org.jfree.chart.editor.DefaultLogAxisEditor,class,6,8,2,6,13,7,0,23,0,0.2857143,0.0,0.0,7,0,6,0,1,0,7,0,0,0,2,0,0,2,0,0,0,0,5,66,1,0,1,1,0,3,1,8,0,6,1,0,0,0,70,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\labels\StandardCategoryToolTipGenerator.java,org.jfree.chart.labels.StandardCategoryToolTipGenerator,class,4,9,5,4,10,2,2,5,21,0.92857146,0.0,0.0,7,0,7,0,0,0,7,0,0,0,2,2,1,1,0,0,2,0,1,36,7,0,1,0,2,1,1,4,0,4,1,0,0,0,106,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\title\CompositeTitle.java,org.jfree.chart.title.CompositeTitle,class,9,11,2,9,20,3,0,27,5,0.64285713,0.0,0.0,14,0,12,2,0,0,12,0,0,0,3,1,0,3,0,0,1,0,3,82,12,0,2,0,2,2,3,15,4,7,1,0,0,0,155,1,0
