file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testUpdateByIndex/0,false,689,2,0,0,0,1,7,20,0,1,0,7,0,0,0,0,0,0,1,19,1,0,0,0,0,0,15,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testIndexOf2/0,false,195,2,0,0,0,1,3,9,0,1,0,3,0,0,0,0,0,0,1,12,1,0,0,0,0,0,17,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testSetMaximumItemCount4/0,false,451,2,0,0,0,1,9,13,0,1,0,9,0,0,0,0,0,0,1,15,1,0,0,0,0,0,24,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testUpdateXY/0,false,759,2,0,0,0,1,7,12,0,1,0,7,0,0,0,0,0,0,1,9,1,0,0,0,0,0,14,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testIndexOf/0,false,180,2,0,0,0,1,3,10,0,1,0,3,0,0,0,0,0,0,1,14,1,0,0,0,0,0,12,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testRemove2/0,false,241,2,0,0,0,1,8,20,0,1,0,8,0,0,0,0,0,0,1,23,1,0,0,0,0,0,12,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testToArrayExample/0,false,497,3,0,0,0,1,11,20,0,2,0,11,0,0,0,0,0,0,3,34,2,0,0,0,0,0,21,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testRemove/0,false,223,2,0,0,0,1,5,11,0,1,0,5,0,0,0,0,0,0,1,13,1,0,0,0,0,0,11,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testSerialization/0,false,163,3,1,0,1,1,5,10,0,2,0,5,0,0,0,0,0,0,3,2,2,0,0,0,0,0,15,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testAdd/0,false,376,2,0,0,0,1,4,17,0,1,0,4,0,0,0,0,0,0,1,28,1,0,0,0,0,0,22,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testUpdateByIndex3/0,false,744,2,0,0,0,1,5,9,0,1,0,5,0,0,0,0,0,0,1,10,1,0,0,0,0,0,15,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testCloning/0,false,111,2,0,0,0,1,6,8,0,2,0,6,0,0,0,0,0,0,1,2,2,0,0,0,0,0,21,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testAddOrUpdate2/0,false,343,2,0,0,0,1,5,13,0,1,0,5,0,0,0,0,0,0,1,20,1,0,0,0,0,0,25,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testUpdateByIndex2/0,false,719,2,0,0,0,1,7,16,0,1,0,7,0,0,0,0,0,0,1,15,1,0,0,0,0,0,16,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testAddOrUpdate/0,false,320,3,0,0,0,1,6,16,0,2,0,6,0,0,0,0,0,0,1,19,4,0,0,0,0,0,18,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testGetMaxY2/0,false,655,2,0,0,0,1,3,9,0,1,0,3,0,0,0,0,0,0,0,11,1,0,0,0,0,0,18,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testUpdate/0,false,288,2,0,0,0,2,6,13,0,1,0,6,0,0,0,0,1,0,1,10,1,0,1,0,0,0,16,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,org.jfree.chart.labels.StandardPieSectionLabelGenerator,"StandardPieSectionLabelGenerator/3[java.lang.String,java.text.NumberFormat,java.text.NumberFormat]",true,130,0,0,0,0,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,org.jfree.chart.labels.StandardPieSectionLabelGenerator,equals/1[java.lang.Object],false,211,1,0,0,0,4,2,13,4,1,1,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,25,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,org.jfree.chart.labels.StandardPieSectionLabelGenerator,"StandardPieSectionLabelGenerator/2[java.lang.String,java.util.Locale]",true,114,0,0,0,0,1,2,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,org.jfree.chart.labels.StandardPieSectionLabelGenerator,"setAttributedLabel/2[int,java.text.AttributedString]",false,153,0,0,0,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,org.jfree.chart.labels.StandardPieSectionLabelGenerator,"generateSectionLabel/2[org.jfree.chart.labels.PieDataset,java.lang.Comparable]",false,166,1,0,0,0,1,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,org.jfree.chart.labels.StandardPieSectionLabelGenerator,clone/0,false,234,1,0,0,0,1,2,6,1,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,22,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,org.jfree.chart.labels.StandardPieSectionLabelGenerator,StandardPieSectionLabelGenerator/1[java.lang.String],true,103,0,0,0,0,1,2,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,org.jfree.chart.labels.StandardPieSectionLabelGenerator,"generateAttributedSectionLabel/2[org.jfree.chart.labels.PieDataset,java.lang.Comparable]",false,199,2,1,0,1,1,2,3,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,57,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,org.jfree.chart.labels.StandardPieSectionLabelGenerator,StandardPieSectionLabelGenerator/0,true,83,0,4,4,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,org.jfree.chart.labels.StandardPieSectionLabelGenerator,getAttributedLabel/1[int],false,143,0,1,1,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,org.jfree.chart.labels.StandardPieSectionLabelGenerator,StandardPieSectionLabelGenerator/1[java.util.Locale],true,93,0,3,3,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\renderer\xy\VectorRenderer.java,org.jfree.chart.renderer.xy.VectorRenderer,clone/0,false,331,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\renderer\xy\VectorRenderer.java,org.jfree.chart.renderer.xy.VectorRenderer,VectorRenderer/0,true,78,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\renderer\xy\VectorRenderer.java,org.jfree.chart.renderer.xy.VectorRenderer,findRangeBounds/1[org.jfree.chart.renderer.xy.XYDataset],false,146,3,0,0,0,8,7,44,2,13,1,7,0,0,4,0,0,0,1,5,21,2,4,0,0,0,36,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\renderer\xy\VectorRenderer.java,org.jfree.chart.renderer.xy.VectorRenderer,equals/1[java.lang.Object],false,305,1,0,0,0,5,1,16,5,1,1,1,0,0,0,3,0,1,0,0,1,0,1,0,0,0,33,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\renderer\xy\VectorRenderer.java,org.jfree.chart.renderer.xy.VectorRenderer,findDomainBounds/1[org.jfree.chart.renderer.xy.XYDataset],false,91,3,0,0,0,8,7,44,2,13,1,7,0,0,4,0,0,0,1,5,21,2,4,0,0,0,36,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\renderer\xy\VectorRenderer.java,org.jfree.chart.renderer.xy.VectorRenderer,"drawItem/12[java.awt.Graphics2D,org.jfree.chart.renderer.xy.XYItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo,org.jfree.chart.plot.XYPlot,org.jfree.chart.axis.ValueAxis,org.jfree.chart.axis.ValueAxis,org.jfree.chart.renderer.xy.XYDataset,int,int,org.jfree.chart.plot.CrosshairState,int]",false,211,12,10,0,10,7,24,63,0,25,12,24,0,0,0,4,0,8,0,13,29,25,2,0,0,0,66,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\axis\CategoryTick.java,org.jfree.chart.axis.CategoryTick,equals/1[java.lang.Object],false,115,1,1,0,1,7,3,22,7,1,1,3,1,1,0,1,0,1,0,0,1,0,1,0,0,0,20,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\axis\CategoryTick.java,org.jfree.chart.axis.CategoryTick,getLabel/0,false,94,1,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\axis\CategoryTick.java,org.jfree.chart.axis.CategoryTick,"CategoryTick/5[java.lang.Comparable,org.jfree.chart.text.TextBlock,org.jfree.chart.text.TextBlockAnchor,org.jfree.chart.axis.TextAnchor,double]",true,71,3,1,1,0,1,0,6,0,0,5,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,13,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\axis\CategoryTick.java,org.jfree.chart.axis.CategoryTick,getLabelAnchor/0,false,103,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\axis\CategoryTick.java,org.jfree.chart.axis.CategoryTick,hashCode/0,false,158,0,0,0,0,1,2,7,1,1,0,2,0,0,0,0,0,0,0,3,4,6,0,0,0,0,6,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\axis\CategoryTick.java,org.jfree.chart.axis.CategoryTick,canEqual/1[java.lang.Object],false,147,1,1,1,0,1,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\main\java\org\jfree\chart\axis\CategoryTick.java,org.jfree.chart.axis.CategoryTick,getCategory/0,false,85,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\labels\StandardXYSeriesLabelGeneratorTest.java,org.jfree.chart.labels.StandardXYSeriesLabelGeneratorTest,testGenerateLabel/0,false,57,4,3,0,3,1,3,8,0,2,0,3,0,0,0,0,0,0,5,2,2,0,0,0,0,0,17,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\labels\StandardXYSeriesLabelGeneratorTest.java,org.jfree.chart.labels.StandardXYSeriesLabelGeneratorTest,testEquals/0,false,71,2,0,0,0,1,2,10,0,2,0,2,0,0,0,0,0,0,4,0,4,0,0,0,0,0,16,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\labels\StandardXYSeriesLabelGeneratorTest.java,org.jfree.chart.labels.StandardXYSeriesLabelGeneratorTest,testSerialization/0,false,126,2,0,0,0,1,2,5,0,2,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,17,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\labels\StandardXYSeriesLabelGeneratorTest.java,org.jfree.chart.labels.StandardXYSeriesLabelGeneratorTest,testHashCode/0,false,89,2,0,0,0,1,2,6,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\labels\StandardXYSeriesLabelGeneratorTest.java,org.jfree.chart.labels.StandardXYSeriesLabelGeneratorTest,testPublicCloneable/0,false,116,3,0,0,0,1,1,4,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,16,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\labels\StandardXYSeriesLabelGeneratorTest.java,org.jfree.chart.labels.StandardXYSeriesLabelGeneratorTest,testCloning/0,false,102,2,0,0,0,1,5,7,0,2,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,20,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,plotChanged/1[org.jfree.chart.plot.flow.PlotChangeEvent],false,66,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,testSerialization/0,false,271,2,0,0,0,1,2,5,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,testEquals/0,false,164,3,1,0,1,1,2,7,0,2,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,18,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,setDefaultNodeColorTriggersChangeEvent/0,false,71,2,0,0,0,1,3,7,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,setNodeMarginTriggersChangeEvent/0,false,116,2,0,0,0,1,3,7,0,1,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,13,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,setDefaultNodeLabelOffsetYTriggersChangeEvent/0,false,107,2,0,0,0,1,3,7,0,1,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,16,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,setNodeLabelAlignmentTriggersChangeEvent/0,false,125,2,0,0,0,1,3,7,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,setFlowMarginTriggersChangeEvent/0,false,143,2,0,0,0,1,3,7,0,1,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,12,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,setNodeFillColorTriggersChangeEvent/0,false,134,3,1,0,1,1,3,7,0,1,0,3,0,0,0,0,0,0,1,1,2,0,0,0,0,0,14,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,setDefaultNodeLabelOffsetXTriggersChangeEvent/0,false,98,2,0,0,0,1,3,7,0,1,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,16,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,"testIndependence/2[org.jfree.chart.plot.flow.FlowPlot,org.jfree.chart.plot.flow.FlowPlot]",false,197,3,3,2,1,1,15,56,0,2,2,15,0,0,0,0,0,0,4,14,2,0,0,0,0,0,24,2,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,setToolTipGeneratorTriggersChangeEvent/0,false,152,2,0,0,0,1,3,7,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,setDefaultNodeLabelPaintTriggersChangeEvent/0,false,89,2,0,0,0,1,3,7,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,setDefaultNodeLabelFontTriggersChangeEvent/0,false,80,2,0,0,0,1,3,7,0,1,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,15,1,0,false
