file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\command\defaults\BanCommand.java,org.bukkit.command.defaults.BanCommand,class,6,7,1,6,8,3,0,13,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,32,5,0,2,0,0,10,7,4,2,2,1,0,0,0,30,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\entity\Wither.java,org.bukkit.entity.Wither,interface,1,2,1,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\hanging\HangingBreakByEntityEvent.java,org.bukkit.event.hanging.HangingBreakByEntityEvent,class,3,3,0,3,2,4,0,0,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,20,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\test\java\org\bukkit\metadata\MetadataValueAdapterTest.java,org.bukkit.metadata.MetadataValueAdapterTest$IncrementingMetaValue,innerclass,2,2,0,2,3,2,0,0,1,0.33333334,0.0,0.0,3,0,2,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,12,1,0,0,0,0,0,2,2,0,1,0,0,0,0,50,0,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\block\ContainerBlock.java,org.bukkit.block.ContainerBlock,interface,1,5,4,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\inventory\InventoryCreativeEvent.java,org.bukkit.event.inventory.InventoryCreativeEvent,class,4,4,0,4,3,5,0,0,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,13,1,0,0,0,0,0,0,2,0,1,0,0,0,0,38,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\command\CommandMap.java,org.bukkit.command.CommandMap,interface,2,4,2,2,7,1,0,0,21,0.0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\conversations\Prompt.java,org.bukkit.conversations.Prompt,interface,2,18,16,2,3,1,0,0,3,1.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,1,1,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,82,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\test\java\org\bukkit\TreeSpeciesTest.java,org.bukkit.TreeSpeciesTest,class,2,2,0,2,2,1,0,5,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\player\PlayerLoginEvent.java,org.bukkit.event.player.PlayerLoginEvent$Result,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\entity\minecart\ExplosiveMinecart.java,org.bukkit.entity.minecart.ExplosiveMinecart,interface,1,2,1,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\vehicle\VehicleEntityCollisionEvent.java,org.bukkit.event.vehicle.VehicleEntityCollisionEvent,class,5,5,0,5,10,4,0,0,35,0.8,0.0,0.0,10,1,10,0,0,0,10,0,0,0,5,1,0,5,0,0,2,0,0,38,6,0,0,0,0,0,0,8,0,5,0,0,0,0,25,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\vehicle\VehicleDamageEvent.java,org.bukkit.event.vehicle.VehicleDamageEvent,class,6,7,1,6,11,3,0,3,27,0.7272727,0.0,0.0,11,1,11,0,0,0,11,0,0,0,4,1,0,4,0,0,2,0,0,41,6,0,0,0,0,0,0,5,0,4,0,0,0,0,57,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\test\java\org\bukkit\DifficultyTest.java,org.bukkit.DifficultyTest,class,1,1,0,1,2,1,0,5,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\BanEntry.java,org.bukkit.BanEntry,interface,0,2,2,0,10,1,0,0,45,0.0,0.0,0.0,10,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\util\CachedServerIcon.java,org.bukkit.util.CachedServerIcon,interface,0,1,1,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\inventory\AnvilInventory.java,org.bukkit.inventory.AnvilInventory,interface,1,1,0,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\material\Skull.java,org.bukkit.material.Skull,class,5,7,2,5,20,2,0,6,45,0.0,0.0,0.0,10,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,64,7,0,0,0,0,1,10,6,1,2,1,0,0,0,33,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\player\PlayerLevelChangeEvent.java,org.bukkit.event.player.PlayerLevelChangeEvent,class,3,3,0,3,5,3,0,0,4,0.6,0.0,0.0,5,1,5,0,0,0,5,0,0,0,3,1,0,3,0,0,3,0,0,22,4,0,0,0,0,0,0,3,0,3,0,0,0,0,25,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\configuration\file\YamlConfiguration.java,org.bukkit.configuration.file.YamlConfiguration,class,15,18,3,15,41,4,0,36,32,0.84444445,0.0,0.0,9,3,6,0,3,0,9,0,0,0,5,2,0,3,2,0,5,0,6,154,9,3,7,4,10,20,13,33,4,28,3,0,0,0,130,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\command\defaults\GiveCommand.java,org.bukkit.command.defaults.GiveCommand,class,8,9,1,8,20,3,0,33,3,0.6666667,0.0,0.0,3,0,3,0,0,0,4,0,0,0,1,1,0,1,0,0,0,0,9,93,7,2,5,2,1,15,21,20,5,13,5,0,0,0,53,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\entity\EntityCombustByBlockEvent.java,org.bukkit.event.entity.EntityCombustByBlockEvent,class,3,3,0,3,2,4,0,0,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,29,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\conversations\RegexPrompt.java,org.bukkit.conversations.RegexPrompt,class,2,4,2,2,4,2,2,3,4,0.5,0.0,0.0,4,0,2,1,1,0,3,0,0,0,1,0,0,1,0,0,0,0,1,15,1,0,0,0,0,0,0,1,0,1,0,0,0,0,23,1025,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\util\ChatPaginator.java,org.bukkit.util.ChatPaginator,class,4,6,2,4,27,1,0,20,3,0.8888889,0.0,0.0,3,3,3,0,0,0,3,0,0,0,6,6,6,0,0,0,6,0,3,110,5,4,12,0,3,6,29,30,19,23,4,0,1,0,96,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\inventory\MerchantInventory.java,org.bukkit.inventory.MerchantInventory,interface,1,1,0,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\player\PlayerAnimationType.java,org.bukkit.event.player.PlayerAnimationType,enum,0,1,1,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\generator\ChunkGenerator.java,org.bukkit.generator.ChunkGenerator,class,7,12,5,7,14,1,0,4,15,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,33,7,0,5,0,0,1,0,1,0,1,1,0,1,0,174,1025,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\CoalType.java,org.bukkit.CoalType,enum,1,2,1,1,5,1,0,4,0,0.33333334,0.0,0.0,3,1,2,1,0,0,3,0,0,0,2,1,0,2,0,0,2,0,1,17,2,1,0,0,0,0,2,2,0,2,1,0,0,0,43,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\entity\minecart\PoweredMinecart.java,org.bukkit.entity.minecart.PoweredMinecart,interface,1,3,2,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\command\defaults\ListCommand.java,org.bukkit.command.defaults.ListCommand,class,5,6,1,5,8,3,0,12,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,28,3,1,0,0,1,11,1,4,1,2,2,0,0,0,25,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\test\java\org\bukkit\plugin\messaging\StandardMessengerTest.java,org.bukkit.plugin.messaging.StandardMessengerTest,class,12,13,1,12,39,1,0,51,593,0.94285715,0.0,0.0,35,1,34,1,0,0,34,0,0,0,1,0,0,1,0,0,0,0,25,367,2,4,0,0,0,252,25,117,1,117,1,0,0,0,107,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\material\PressureSensor.java,org.bukkit.material.PressureSensor,interface,0,2,2,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\server\PluginEvent.java,org.bukkit.event.server.PluginEvent,class,2,4,2,2,2,3,2,0,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,15,1025,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\command\defaults\GameRuleCommand.java,org.bukkit.command.defaults.GameRuleCommand,class,11,13,2,11,13,3,0,20,6,0.75,0.0,0.0,4,0,3,1,0,0,3,0,0,0,1,1,0,1,0,0,1,0,3,60,9,0,3,0,2,17,10,8,5,6,3,0,0,0,49,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\conversations\StringPrompt.java,org.bukkit.conversations.StringPrompt,class,2,4,2,2,1,1,2,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1025,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\entity\MagmaCube.java,org.bukkit.entity.MagmaCube,interface,1,3,2,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\GrassSpecies.java,org.bukkit.GrassSpecies,enum,1,5,4,1,5,1,0,5,0,0.33333334,0.0,0.0,3,1,2,1,0,0,3,0,0,0,2,1,0,2,0,0,2,0,1,20,2,1,0,0,0,0,3,2,0,2,1,0,0,0,52,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\entity\minecart\CommandMinecart.java,org.bukkit.entity.minecart.CommandMinecart,interface,2,4,2,2,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\BanList.java,org.bukkit.BanList,interface,1,7,6,1,5,1,0,0,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78,1,0
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\entity\EntityType.java,org.bukkit.entity.EntityType,enum,63,72,9,63,16,1,0,7,12,0.7460317,0.0,0.0,9,2,7,2,0,0,8,0,0,0,6,2,0,6,0,0,2,0,1,84,9,1,3,0,0,54,63,7,0,7,2,0,0,0,120,1,0
