file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\util\noise\PerlinNoiseGenerator.java,org.bukkit.util.noise.PerlinNoiseGenerator,"getNoise/5[double,double,int,double,double]",false,198,1,1,0,1,1,1,3,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\command\defaults\TellCommand.java,org.bukkit.command.defaults.TellCommand,TellCommand/0,true,11,1,3,1,2,1,3,7,0,0,0,3,0,0,0,0,0,0,6,0,2,0,0,0,0,0,8,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\command\defaults\TellCommand.java,org.bukkit.command.defaults.TellCommand,"execute/3[org.bukkit.command.CommandSender,java.lang.String,java.lang.String[]]",false,20,5,6,0,6,8,7,22,3,4,3,7,0,0,1,1,0,2,7,4,4,3,3,0,0,0,24,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\painting\PaintingBreakByEntityEvent.java,org.bukkit.event.painting.PaintingBreakByEntityEvent,"PaintingBreakByEntityEvent/2[org.bukkit.entity.Painting,org.bukkit.entity.Entity]",true,18,2,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\painting\PaintingBreakByEntityEvent.java,org.bukkit.event.painting.PaintingBreakByEntityEvent,getRemover/0,false,28,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\entity\EntityTameEvent.java,org.bukkit.event.entity.EntityTameEvent,"EntityTameEvent/2[org.bukkit.entity.LivingEntity,org.bukkit.entity.AnimalTamer]",true,16,2,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\entity\EntityTameEvent.java,org.bukkit.event.entity.EntityTameEvent,getOwner/0,false,39,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\entity\EntityTameEvent.java,org.bukkit.event.entity.EntityTameEvent,getEntity/0,false,22,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\entity\EntityTameEvent.java,org.bukkit.event.entity.EntityTameEvent,setCancelled/1[boolean],false,30,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\entity\EntityTameEvent.java,org.bukkit.event.entity.EntityTameEvent,getHandlers/0,false,44,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\entity\EntityTameEvent.java,org.bukkit.event.entity.EntityTameEvent,getHandlerList/0,false,48,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\entity\EntityTameEvent.java,org.bukkit.event.entity.EntityTameEvent,isCancelled/0,false,26,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\TreeSpecies.java,org.bukkit.TreeSpecies,TreeSpecies/1[int],true,41,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\TreeSpecies.java,org.bukkit.TreeSpecies,getData/0,false,52,0,4,4,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\TreeSpecies.java,org.bukkit.TreeSpecies,getByData/1[byte],false,65,1,4,4,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\TreeSpecies.java,org.bukkit.TreeSpecies,(initializer 1),false,69,1,40,0,40,2,2,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,8,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\inventory\FurnaceBurnEvent.java,org.bukkit.event.inventory.FurnaceBurnEvent,isBurning/0,false,70,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\inventory\FurnaceBurnEvent.java,org.bukkit.event.inventory.FurnaceBurnEvent,"FurnaceBurnEvent/3[org.bukkit.block.Block,org.bukkit.event.inventory.ItemStack,int]",true,19,2,0,0,0,1,0,7,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\inventory\FurnaceBurnEvent.java,org.bukkit.event.inventory.FurnaceBurnEvent,isCancelled/0,false,83,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\inventory\FurnaceBurnEvent.java,org.bukkit.event.inventory.FurnaceBurnEvent,getFurnace/0,false,34,2,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\inventory\FurnaceBurnEvent.java,org.bukkit.event.inventory.FurnaceBurnEvent,getBurnTime/0,false,52,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\inventory\FurnaceBurnEvent.java,org.bukkit.event.inventory.FurnaceBurnEvent,setBurnTime/1[int],false,61,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\inventory\FurnaceBurnEvent.java,org.bukkit.event.inventory.FurnaceBurnEvent,getHandlers/0,false,92,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\inventory\FurnaceBurnEvent.java,org.bukkit.event.inventory.FurnaceBurnEvent,getHandlerList/0,false,96,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\inventory\FurnaceBurnEvent.java,org.bukkit.event.inventory.FurnaceBurnEvent,setBurning/1[boolean],false,79,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\inventory\FurnaceBurnEvent.java,org.bukkit.event.inventory.FurnaceBurnEvent,getFuel/0,false,43,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\inventory\FurnaceBurnEvent.java,org.bukkit.event.inventory.FurnaceBurnEvent,setCancelled/1[boolean],false,87,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\server\ServerCommandEvent.java,org.bukkit.event.server.ServerCommandEvent,"ServerCommandEvent/2[org.bukkit.command.CommandSender,java.lang.String]",true,45,1,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\server\ServerCommandEvent.java,org.bukkit.event.server.ServerCommandEvent,getHandlers/0,false,79,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\server\ServerCommandEvent.java,org.bukkit.event.server.ServerCommandEvent,getHandlerList/0,false,83,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\server\ServerCommandEvent.java,org.bukkit.event.server.ServerCommandEvent,getSender/0,false,74,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\server\ServerCommandEvent.java,org.bukkit.event.server.ServerCommandEvent,setCommand/1[java.lang.String],false,65,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\event\server\ServerCommandEvent.java,org.bukkit.event.server.ServerCommandEvent,getCommand/0,false,56,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\material\Diode.java,org.bukkit.material.Diode,Diode/1[org.bukkit.Material],true,20,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\material\Diode.java,org.bukkit.material.Diode,setFacingDirection/1[org.bukkit.material.BlockFace],false,69,3,3,0,3,5,3,20,0,2,1,3,2,1,0,0,0,0,0,4,5,0,1,0,0,0,15,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\material\Diode.java,org.bukkit.material.Diode,Diode/1[int],true,16,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\material\Diode.java,org.bukkit.material.Diode,setDelay/1[int],false,48,1,3,1,2,3,2,10,0,1,1,2,0,0,0,0,0,4,0,7,3,2,1,0,0,0,12,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\material\Diode.java,org.bukkit.material.Diode,toString/0,false,115,1,2,0,2,1,3,3,1,0,0,3,2,1,0,0,0,0,3,0,0,1,0,0,0,0,8,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\material\Diode.java,org.bukkit.material.Diode,clone/0,false,120,1,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\material\Diode.java,org.bukkit.material.Diode,getFacing/0,false,95,2,2,1,1,5,1,14,4,1,0,1,0,0,0,0,0,1,0,5,1,0,1,0,0,0,7,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\material\Diode.java,org.bukkit.material.Diode,"Diode/2[int,byte]",true,29,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\material\Diode.java,org.bukkit.material.Diode,Diode/0,true,7,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\material\Diode.java,org.bukkit.material.Diode,getDelay/0,false,65,1,3,2,1,1,1,3,1,0,0,1,0,0,0,0,0,1,0,2,0,2,0,0,0,0,11,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\material\Diode.java,org.bukkit.material.Diode,"Diode/2[org.bukkit.Material,byte]",true,38,1,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,subtract/1[org.bukkit.Location],false,350,1,1,0,1,3,1,9,1,0,1,1,1,1,0,2,0,0,1,0,3,0,1,0,0,0,25,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,toString/0,false,527,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,8,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,getBlockX/0,false,109,1,1,0,1,1,1,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,setPitch/1[float],false,217,0,2,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,"subtract/3[double,double,double]",false,385,1,0,0,0,1,0,6,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,20,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,"Location/4[org.bukkit.World,double,double,double]",true,26,1,2,2,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,getBlockY/0,false,137,1,1,0,1,1,1,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,hashCode/0,false,514,0,0,0,0,2,3,10,1,1,0,3,0,0,0,1,0,7,0,11,7,15,0,0,0,0,3,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,"add/3[double,double,double]",false,335,1,0,0,0,1,0,6,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,locToBlock/1[double],false,557,1,4,3,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,getBlockZ/0,false,165,1,1,0,1,1,1,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,add/1[org.bukkit.Location],false,301,1,1,0,1,3,1,9,1,0,1,1,1,1,0,2,0,0,1,0,3,0,1,0,0,0,24,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,getZ/0,false,155,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,setX/1[double],false,90,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,length/0,false,403,1,1,0,1,1,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,setYaw/1[float],false,183,0,2,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,getY/0,false,127,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,multiply/1[double],false,462,1,0,0,0,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,21,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,add/1[org.bukkit.util.Vector],false,319,2,3,0,3,1,3,6,1,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,getWorld/0,false,63,1,6,6,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,setZ/1[double],false,146,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,toVector/0,false,537,1,3,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,getBlock/0,false,81,2,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,getX/0,false,99,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,lengthSquared/0,false,414,1,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,getChunk/0,false,72,2,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,getYaw/0,false,201,0,3,3,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,getDirection/0,false,244,2,10,4,6,1,8,10,1,4,0,8,2,1,0,0,0,0,0,0,4,2,0,0,0,0,22,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,equals/1[java.lang.Object],false,483,1,0,0,0,11,4,28,9,1,1,4,0,0,0,9,0,1,0,0,1,0,1,0,0,0,10,1,0,false
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,setDirection/1[org.bukkit.util.Vector],false,264,3,6,2,4,4,8,16,2,7,1,8,0,0,0,2,0,1,0,6,10,5,1,0,0,0,23,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,distance/1[org.bukkit.Location],false,430,1,1,0,1,1,2,3,1,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,true
C:\Users\NatanaelDjajadi\repouni\exp_real\Bukkit-1.7.9\src\main\java\org\bukkit\Location.java,org.bukkit.Location,setY/1[double],false,118,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,true
